,ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,website,business_scope,employees,main_business
573,000937.SZ,杨印朝,赵生山,郑温雅,353354.685,19990826,河北,邢台市,公司前身河北金牛能源股份公司，依托自身资源优势及技术优势，通过独立开发与兼并重组等方式实现资产及业务整合，通过科技和管理创新实现有序开发，坚持以煤为主的发展思路，不断壮大煤炭主业，在资源依托坚实、规模效应显著、抗风险能力较强基础上形成并巩固产业及产品优势。公司业务包括煤炭、化工、电力、建材四大板块，其中煤炭为公司的主要产品。公司煤炭产品按用途分为炼焦煤和动力煤。其中，炼焦煤具有低灰、低硫、粘结性强等特点，主要用于钢铁行业；动力煤具有低硫、低磷、高挥发分等特点，主要用于发电、建材、化工等行业。,www.jznygf.com,"煤炭批发；本企业自产水泥、无碱玻璃纤维及制品的销售；粉煤灰销售；装卸搬运业务；太阳能发电；风力发电；房屋及设备租赁；钢材及设备配件、五金电料的经销；货物和技术的进出口业务(国家限制或禁止的除外)；1,2-二氯乙烷的批发(票面，危险化学品许可证有效期至2020年8月1日)；非金属矿及制品、金属及金属矿批发、零售(法律、法规、国务院决定禁止或需前置审批的除外)；以下限分支机构经营，涉及许可的取得许可后方可经营：煤炭开采；水泥用石灰岩、水泥配料用砂岩露天开采；洗煤；水泥、无碱玻璃纤维及制品、电力、蒸汽的生产；会议、婚庆礼仪及保洁洗衣服务；矿山工程承包；日用杂品、服装、鲜花礼品、预包装食品零售；正餐(含凉菜)、住宿服务；烟草零售；污水处理及处理后中水的销售;机械设备及零部件、标准件、矿用产品的设计、制造、安装、维修；机票代售；建材、生铁、铁精粉、铁合金、电器、金属材料及制品、阀门、电缆、焦炭、轴承的销售；招标代理服务。",39004.0,"主要业务:煤炭,化工,建材及电力等四项业务.主要产品:冶炼用1/3焦煤,筛混煤和洗混煤."
574,000792.SZ,王兴富,谢康民,李舜,278609.0601,19970825,青海,海西蒙古族藏族自治州,公司是青海省国有资产监督管理委员会管理的省属大型上市国有企业，主要从事化学原料及化学制品制造。公司坚持“以钾为主、综合利用、循环经济”的发展思想，从单一的钾肥向化肥产业、无机到有机、化工到精细化工、石油化工、天然气化工、煤炭化工等多重跨越，公司产品由单一氯化钾发展到氢氧化钾、碳酸钾、硝酸钾、氢氧化钠、碳酸钠、金属镁、氧化镁、氢氧化镁、碳酸锂、PVC、甲醇、尿素、聚丙烯、焦炭、水泥、编织袋等多种产品，涉及工业、农业、航天航空、建材、医药等领域。,www.qhyhgf.com,镁[片状、带状或条状]、电石、液化石油气、粗苯、煤焦油、焦炭、偶氮二甲酰胺、二氧化碳、硫化碱、硝酸钾、硝酸钠、丁烷、戊烷、硫磺、丙烷、金属锂、乌洛托品、氢氧化锂的销售（许可证有效期至 2019 年 12 月 20 日）；氯化钾（化肥）、硫酸钾、碳酸钾、金属镁、氯化镁、氧化镁、氢氧化镁、纯碱、 PVC、合成氨、尿素、氯化铵、氯化锂、碳酸锂、钠浮选药剂、 ADC 发泡剂、乌洛托品、光卤石、低钠光卤石、联二脲、甲醇、氢氧化钠、氢氧化钾、盐酸、硫酸、液氨、液氯、液氧、液氮、液氩、杂醇油、次氯酸钠以及塑料编织品的制造和销售（国家有关专项规定的除外）；钾盐露天开采；建设监理、设备安装工程施工（不含特种设备），出口自产的化学品（不含危险化学品和易制毒化学品），进口本企业生产、科研所需要的原材料、机电设备、仪器仪表及零配件；酒店和物业管理；百货、针纺织品、五金交电、化工产品（不含危险化学品和易制毒化学品）、日用杂货、仓储、计算机系统工程建设、软件开发、硬件销售、维护、计算机耗材销售、技术培训、有色金属、建材、钢材的销售、房屋租赁、劳务服务；铁路运输、道路运输、危险货物运输八类（许可证有效期 2021 年1 月 21 日）、包装装潢、印刷；油品、煤炭经营； 盐湖资源开发及循环经济技术开发、技术服务、技术咨询、样品测试。,16995.0,主要产品:氯化钾.
575,000793.SZ,汪方怀,,金日,199724.5457,19910913,海南,海口市,公司主要从事传媒业务的经营，独家承担《证券时报》、《华商报》、《新文化报》、《华商晨报》、《重庆时报》等经营业务的经营管理，独家承担国际台国内广播频率广告经营业务，提供高端留学咨询服务及出国英语考试辅导服务，提供手机音/视频业务的内容集成、产品维护、业务营销管理及内容技术性筛选服务，提供运营商视频内容的分销和推广等服务，提供楼宇电梯广告服务，提供舆情监测、舆情管理服务，销售动漫产品及提供动漫服务，游戏研发及运营。,www.000793.com,传播与文化产业的投资、开发、管理及咨询服务；信息集成、多媒体内容制作与经营；广告策划、制作和经营；多媒体技术开发与投资；电子商务；股权投资，创业投资，高科技风险投资；贸易及贸易代理(最终以工商行政管理部门核准的经营范围为准)。,5247.0,"主营业务:传媒业务的经营,国际台国内广播频率广告经营业务,提供高端留学咨询服务及出国英语考试辅导服务,提供手机音/视频业务的内容集成,产品维护,业务营销管理及内容技术性筛选服务,提供运营商视频内容的分销和推广等服务,提供楼宇电梯广告服务,提供舆情监测,舆情管理服务,销售动漫产品及提供动漫服务,游戏研发及运营."
576,000795.SZ,许晓华,姚湘盛,钱英红,113368.4103,19970804,山西,太原市,公司为山西省出口创汇先进单位和重点企业之一。公司产品涉及磁性新材料、电机电气及高端设备，主营业务为稀土永磁材料与制品、电机系列、物流与消防智能装备。公司收购赣州东磁100%股权及钕铁硼业务相关资产，进一步完善产业链。赣州东磁多年来从事高性能钕铁硼永磁材料的研发、生产和销售，产品广泛应用于风电、电动机、移动通讯、高档音响、仪器仪表、电子元件等领域，在风电发电机、新能源汽车等领域占据了一定的市场份额；横店进出口拥有的钕铁硼业务相关资产主要从事钕铁硼永磁材料出口业务。公司的良好业绩、企业活力及盈利增长潜力受到市场广泛认可。,www.innuovo.com,稀土永磁材料与制品、电机、齿轮箱、金刚石制品的生产、销售及其相关技术的研发服务；物流设备、消防智能装备的生产、销售及其控制与信息系统的研发和技术服务；自营和代理各类商品及技术的进出口业务，但国家限定经营或禁止进出口的商品和技术除外(仅限子公司)。,3084.0,"主要产品:钕铁硼,立体仓库,棕刚玉,金刚石制品,贸易,微特电机的研发,生产与销售."
577,000796.SZ,曩麒,陈小兵,江丽妮,80300.0258,19960528,陕西,宝鸡市,公司以出境旅游为主，形成集会奖旅游、旅游电子商务、航空铁路配餐、项目投资与资产管理为一体的全产业链服务。公司恪守“专业、品质、创新、高效”的经营之道，致力于为客户提供最值得信赖的现代出境游服务和从空中延伸至地面的健康饮食新体验。旗下旅行社拥有覆盖全球多个国家和地区、服务于不同人群的高端旅游产品，旗下食品配餐业务拥有先进的技术工艺和创新理念，是国内首家SKYTRAX五星航空食品提供商、中国高铁餐饮服务最大的提供商之一、中国铁路餐饮服务行业标准制订商。,www.caissa.com.cn,百货，纺织品，摩托车，普通机械，电器设备，塑料制品，化工产品及原料(除专营)，烟酒，食品，粮油制品，日用杂品，金属材料，木材，五金交电，音像制品，钻石珠宝，黄金首饰，冷饮，建材，汽车(含小轿车)，汽车配件的销售，柜台租赁，饮食服务，房地产开发，广告，路桥收费，图书，报刊(零售)、项目投资与资产管理，旅游管理服务。,6859.0,主要业务:食品配餐
578,000863.SZ,许文智,许文智,许文智,137127.1098,19940120,上海,上海市,公司成立于1996年，2016年5月公司完成对观印象艺术发展有限公司100%股权收购，以“加快发展文化产业，稳步发展房地产业，推动两大产业协同融合”为发展战略，打造“文化+地产”双主业经营模式，主营业务包括文化演艺和房地产开发两大板块。公司为国内高艺术水准文旅演出创作和版权运营机构，拥有“印象”、“又见”、“最忆”及“归来”等高端演艺品牌，同时为国内绿色科技地产领航级企业，获中国房地产百强、中国绿色地产10强、上海市房地产50强等荣誉。,www.sxgf.com,投资兴办实业(具体项目另行申报)，国内贸易(不含专营、专控、专卖商品)，在合法取得使用权的土地上从事房地产开发经营，文艺创作与表演，创意设计，电影制片，电影发行，电影摄制，广播电视节目制作，经营演出及经纪业务，文化艺术交流活动策划，影视设备、物联网技术、网络技术、信息技术领域内的技术开发、技术咨询、技术服务、技术转让，广告设计、制作、代理、发布，资产管理，商务信息咨询。(以上各项不含限制项目),658.0,"主营业务:投资兴办实业;国内贸易(不含专营,专控,专卖商品),从事房地产开发经营;资产管理和经济信息咨询."
579,000866.SZ,张大本,马秋林,严明,233000.0,19980424,江苏,南京市,前身是扬子石油化工公司，位于长江中下游经济发达的南京市北部，主要从事石油炼制及烃类衍生物的生产加工和销售。1998年实施资产重组，创立了以石油化工为主业的中国石化扬子石油化工股份有限公司和以公用工程为主业的中国石化集团扬子石油化工有限责任公司。2006年中国石化扬子石油化工股份有限公司退市，2007年10月被中国石化扬子石油化工有限公司吸收合并，中国石化集团扬子石油化工有限责任公司转制为中国石化集团资产经营管理有限公司扬子石化分公司；2007年底，扬子石化有限公司成功收购泰州石化和清江石化，产业链得到进一步延伸。,www.ypc.com.cn,原油加工；石油制品、化学原料、化学制品、化学纤维、燃料、设备的加工、制造、安装及其销售；化工技术服务；工程建筑的设计、承包、监理、咨询；仓储运输、采购服务；设备的检测、维护和修理服务；提供劳务，以及公司经营业务有关的其他业务(凡涉及国家专控商品及专向审批项目的，凭许可证在有效期内经营；公司下设分支机构经营范围中凡涉及专项管理项目的，由取得许可证的分支机构经营)。,8549.0,"主要业务为石油炼制及烃类衍生物的生产,加工和销售.主要产品:聚酯原料(PTA,乙二醇),聚烯烃塑料(聚乙烯,聚丙烯),基本有机化工原料(丁二烯,环氧乙烷,醋酸,苯,邻二甲苯,对二甲苯),油品(柴油,汽油)."
580,000868.SZ,戴茂方,查保应,刘勇,73332.9168,19970722,安徽,合肥市,公司是国家定点生产高、中档，大、中型豪华客车及客车底盘的大型企业，并在客车行业率先通过国家“3C”产品强制认证。公司致力于客车产品的研发、制造与销售，公司产品覆盖各类公路客车、旅游客车、团体客车、景观车、公交客车、新能源商用车等。公司引进德国凯斯鲍尔技术，进行技术合作，经过消化吸收再创新，形成自主掌握的客车全承载，底盘全桁架核心技术，并获得国家发明专利。公司是国内较早研发和批量生产运营新能源客车的整车企业，具有新能源客车研发及生产优势。现已形成集10-12米纯电动公交客车，12米纯电动旅游和通勤客车、12米增程式电动公交客车、10-12米油电混合动力城市客车于一体的产品平台。公司拥有国家电动客车整车系统集成工程技术研究中心、国家级企业技术中心、国家级博士后科研工作站，拥有雄厚而专业的研发实力。,www.ankai.com,客车、底盘生产、销售；汽车配件销售、汽车设计、维修、咨询、试验；本企业自产产品及技术出口及本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术进口。〈国家限定公司经营和禁止进出口商品及技术除外〉。房产、设备租赁。,2967.0,"主要产品:各类公路客车,旅游.客车,团体客车,景观车,公交客车,新能源商用车等.主要业务:客车产品的研发,制造与销售."
581,000869.SZ,周洪江,孙健,曲为民,68546.4,19970918,山东,烟台市,公司是中国第一个工业化生产葡萄酒的厂家，也是目前中国乃至亚洲最大的葡萄酒生产经营企业。公司以葡萄酒酿造为主，集保健酒与中成药研制开发、粮食白酒与酒精加工等于一体的大型综合性企业集团。公司的“4＋1”战略已经形成，即四大酒庄与解百纳这一主力利润产品，其中解百纳为公司最主要的利润来源；四大酒庄取高端路线、各走一枝，卡斯特酒庄是老核心，对张裕高端品牌形象贡献很大，北京爱斐堡酒庄新近推出“期酒”概念，锁住高消费群体；张裕的冰酒酒庄面向时尚新贵，新西兰凯利酒庄锁定高尔夫一族。,www.changyu.com.cn,葡萄酒及果酒(原酒、加工灌装)生产；配制酒及其他配制酒(葡萄露酒)生产；其他酒(其他蒸馏酒)生产；包装材料、酿酒机械的生产、加工、销售；葡萄种植、收购；旅游资源开发(不含旅游业)；包装设计；房屋出租活动；备案范围进出口贸易；仓储业务；国家政策允许范围内的对外投资。,3233.0,"主要产品:葡萄酒,白兰地."
582,000938.SZ,于英涛,王竑弢,张蔚,145922.4426,19990318,北京,北京市,公司是主营信息电子产业的中国高科技A股上市公司。公司的核心业务基本覆盖IT服务的重要领域：硬件方面提供智能网络设备、存储系统、全系列服务器等为主的面向未来计算架构的先进装备。公司结合全球信息产业的发展趋势及自身优势业务的特点，将公司战略聚焦于IT服务领域，致力于打造一条完整而强大的“云—网—端”产业链，向云计算、移动互联网和大数据处理等信息技术的行业应用领域全面深入，并成为集现代信息系统研发、建设、运营、维护于一体的全产业链服务提供商。公司源自清华，依托清华大学的综合性人才和科技资源优势，健康可持续发展，是国家重点高新技术企业、国家863计划成果产业化基地、历年入选中国电子信息“百强”企业。,www.thunis.com,技术开发、技术推广、技术转让、技术咨询、技术服务；委托加工及销售计算机、软件及辅助设备、电子器件、通信设备和广播电视设备(不含无线电发射设备)、玩具、仪器仪表、文化用品、办公用机械产品；计算机系统服务、计算机维修、数据处理、软件服务；企业管理、投资管理、资产管理；房地产开发、商品房销售；出租办公用房、出租商业用房、出租商业设施；物业服务；经济信息咨询；广告设计、制作、代理、发布；测绘服务；电脑动画设计；会议及展览服务；职业培训、外语培训、电脑培训；从事文化经纪业务；货物进出口、技术进出口、代理进出口。互联网信息服务。,13464.0,"主营业务:信息产品,通讯产品,IT服务,医疗电子,增值分销,国际贸易."
583,000939.SZ,陈义龙,陈义龙,陈义龙,392959.5494,19930226,湖北,武汉市,公司是由北京中联动力技术有限责任公司、武汉水利电力大学、武汉东湖新技术创业中心、武汉水利电力大学凯迪科技开发公司等共同发起，以定向募集方式设立的股份有限公司。公司是一家以生物质发电为主营业务，兼顾风电、水电的清洁能源平台型公司，同时，公司还从事海外EPC电厂分包、开发建设林业资产等业务。公司采用自主研发、已达世界领先水平的高温超高压循环流化床锅炉燃烧技术，以农林废弃物为原料，实现了发电、供热和灰渣综合利用一体化。公司已运营几十家生物质发电厂，签署生物质发电合作框架协议两百余个，已立项生物质发电项目分布在全国二十多个省、自治区，形成了明显的先发优势与排他优势。公司自上市以来，持续提升核心竞争力，始终专注技术创新，积极进行产业布局，形成了产业先发优势，成功实现多次产业转型升级。公司。第二代技术锅炉设备通过对燃料成分的差异进行合理设计，并引进了德国西门子汽轮机，热转化效率达到全球最高水平，第二代技术整体运行参数达到国际领先水平，即综合转换效率34%、单度电燃料消耗1.5KG/KMH、厂用电率小于10%，并已成功研发了第三、第四代生物质能发电技术，具有持续升级的技术储备能力。,www.china-kaidi.com,生态环境技术研发、生态环境工程的投资、建设及运营；电源的开发、投资和经营；电力(热力)生产和销售；灰渣利用；机电设备的安装修理；电力建设总承包，电力及环境工程的勘测、咨询、设计和监理；电厂运营检修、调试服务；生物质燃料/原料的收集、加工、成型、销售，生物质原料加工设备的研发、生产及销售；物流、运输；林业资源的投资、开发利用，园林绿化，农林产品的加工、销售；碳资产的开发及交易；页岩气及煤层气的勘探技术研发，综合利用；煤炭勘探、生产及销售；货物进出口、技术引进转让；投资业务。,4212.0,"主要业务:生物质发电为主营业务,兼顾风电,水电的清洁能源平台型公司,同时,公司还从事海外EPC电厂分包,开发建设林业资产等业务"
584,000948.SZ,徐宏灿,徐宏灿,赵起高,32058.7859,19981221,云南,昆明市,公司以软件业务、集成服务业务、产品服务业务、智慧城市业务、创新业务等五大主营业务为主体，积极布局云业务和大数据业务，以服务为发展方向，具有几十年建设金融行业和国家部分重点行业信息化工程的丰富经验。在发展的浪潮中，南天信息不断得到业界的肯定及赞誉，获得“国家认定企业技术中心”、“高新技术企业”、“软件企业”认定，是全国“信息系统集成大型一级企业”之一，取得了“ISO9001”、“ISO20000”、“IS027001”、“ISO14001”、“OHSAS18001”、“SEI CMMI4级”、“信息安全服务(安全工程类一级)和(风险评估一级)”、“软件企业信用等级AAA级评价”、“ITSS信息技术服务运行维护标准”等资质。此外，南天信息十余年来连续入选“中国软件业务收入百强”、“中国方案商百强”，2017年，南天信息荣膺“全国电子信息行业创新企业”、“中国云计算产业领军企业”、“云帆奖云计算最具成长力企业”、“中国大数据百强企业”、“创新软件企业”、“中国十佳金融行业ISV”、“2017CLOUD500”、“卓越金融行业云服务商”等奖项。,www.nantian.com.cn,开发、生产、销售计算机软件、硬件，外围设备、金融专用设备、智能机电产品(含国产汽车不含小轿车)；系统集成、网络设备、信息产品；承接网络工程、信息系统工程(不含管理项目)、技术服务及技术咨询；自产产品的安装、调试、维修；进出口业务；房屋租赁业务和培训业务；物业管理；商用密码产品生产和销售。,5194.0,"主要产品:银行系统用的开放式系统小型机,金融终端系统,网络产品,专业存折打印机,自动柜员机(ATM)等."
585,002929.SZ,许文杰,许文杰,沈湘平,22074.6347,20030103,广西,南宁市,公司是一家专业从事通信网络技术服务的高新技术企业。公司具备通信工程施工总承包壹级资质、信息通信网络系统集成企业服务能力甲级资质、计算机信息系统集成二级资质、信息系统集成及服务三级资质以及涉密信息系统集成乙级资质等，为通信运营商提供包括核心网、无线网、传输网等网络层次的通信网络工程建设、维护及优化等综合技术服务，为中国铁塔提供基站配套与铁塔的建设、维护等综合技术服务，以及为客户提供信息系统软件定制开发、集成等信息技术服务。公司始终坚持多区域协同发展的战略和多区域服务能力，业务覆盖广西、广东、海南、江苏、上海、安徽、山东、河南、湖南、湖北、北京、天津、山西、内蒙古、吉林、黑龙江、陕西、宁夏、甘肃、青海、贵州、四川、云南、重庆、福建、浙江、河北等省(市)，逐步完成了华南、华东、华中、华北、东北、西北、西南七大区域布局，初步搭建了辐射全国的综合信息网络技术服务平台。,www.rjtx.net,计算机信息系统集成，通信信息网络系统集成，信息系统的技术研发与销售，软件开发，网络托管业务，增值电信业务，互联网数据服务，信息处理和存储支持服务，通信技术和产品的技术咨询、技术服务、技术研发，信息技术咨询服务；计算机硬件整机、零配件制造，信息安全设备制造；计算机、软件及辅助设备、蓄电池、教学设备、电力、集中式快速充电站、分布式交流充电桩、机械设备、五金产品及电子产品的销售；网络产品、通讯设备、通讯器材的开发、生产、销售及售后服务；新兴能源技术研发；机械设备租赁；电力技术咨询，节能方案技术咨询；合同能源管理；工程设计与咨询服务；教育咨询；通信网络维护与优化，通信铁塔维护，制冷空调设备安装与维修服务，节能技术推广服务；通信设施租赁；通信工程施工，建筑工程施工，建筑智能化工程设计与施工，机电工程施工，建筑装修装饰工程施工，市政公用工程施工，钢结构工程施工，送变电工程施工，防雷技术及防雷工程施工，消防设施工程施工，地基与基础工程施工，电力工程施工，水利水电工程施工，城市及道路照明工程施工，电力设施承装(修、试)，安全技术防范系统设计、施工、维修，公路交通工程施工，防水防腐保温工程施工，环保工程施工，光伏电站工程施工，风力发电工程施工，节能工程施工，通信用户管线建设，施工劳务分包。,9260.0,"主要产品及主营业务:通信网络建设服务,通信网络维护及优化服务."
586,000797.SZ,林增忠,余磊,陈雨晴,131005.0649,19920131,福建,福州市,公司是以房地产业为基础、投资开发为重点、外向型经济为主导的资金、技术、管理密集型国有控股大型企业，经营范围涵盖国内外房地产投资开发、物业管理；国内外工程承包；境内外投资、兴办实业；资本运营、融资、BOT；高新技术开发、合作；装饰装修；国际贸易、建筑材料、设备进出口；国际经济技术、劳务合作等。公司先后在香港、澳门、菲律宾、马来西亚、澳大利亚、美国、加拿大、肯尼亚、赤道几内亚、坦桑尼亚、南苏丹、加纳等国家和地区以及北京、南京、长春、重庆、福州、厦门、泉州、漳州、南平等城市设立子公司、合资公司和分支机构，在境内外承接了大量道路桥梁、机场、医院、会议中心、市政建设等当地有影响力的大型公共基础设施、大型房屋建筑、装饰装修等工程，投资并开发了房地产项目。公司拥有国家建设部批准的一级房屋建筑工程施工总承包资质和国家一级房地产开发资质。,www.chinawuyi.com.cn,承包与其实力、规模、业绩相适应的国外工程项目，对外派遣实施上述境外工程所需的劳务人员；对外劳务合作；房屋建筑工程施工总承包；房地产综合开发；物业管理；建材、机械设备、电子产品、医疗器械、电梯的销售；电梯安装工程服务；对外贸易。(依法须经批准的项目，经相关部门批准后方可开展经营活动),3819.0,"主要业务:工程承包,房地产开发"
587,000798.SZ,宗文峰,叶少华,杨丽丹,31945.5,19980119,北京,北京市,"公司是由中国农业发展集团有限公司控股的主要从事远洋渔业和国际经贸合作开发的股份制上市企业。公司主要从事远洋捕捞生产和经营,是我国较早开发太平洋、大西洋金枪鱼和南美鱿鱼资源的龙头企业之一,拥有各类远洋渔船近70艘,在大西洋、印度洋、太平洋从事捕捞生产。主要产品有阿根廷鱿鱼、秘鲁鱿鱼、秋刀鱼和金枪鱼及兼捕鱼种等海产品及加工制品。目前,公司在境内外设有十二个分支机构，在北美、南美、南太平洋地区设有五家代表机构及控股公司。此外，公司还开展水产品贸易、船舶修理、渔船渔机和渔需物资进出口等业务。公司依靠良好的资金保障、扎实的主业基础、强大的股东依托，资产规模位居我国远洋渔业企业前列，是目前国内最大的专业金枪鱼捕捞公司及我国三大远洋渔业上市企业之一。",www.cofc.com.cn,批发预包装食品(仅限中水集团远洋股份有限公司北京海鲜营销分公司经营，有效期至2016年12月08日)；原油、成品油境外期货业务(有效期至2017年06月15日)；海洋捕捞；水产品的加工、仓储；与渔业相关的船舶、机械设备、材料的销售；进出口业务；汽车的销售。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。),1331.0,"主要业务:远洋水产品的捕捞,储运,加工,销售和进出口."
588,000799.SZ,王浩,董顺钢,李文生,32492.898,19970714,湖南,湘西土家族苗族自治州,公司是中国白酒行业中文化营销的开创者、文化酒的引领者、洞藏文化酒的首创者、馥郁香型工艺白酒的独创者，公司主营业务为生产、销售洞藏酒、内参酒、酒鬼酒、湘泉酒等系列白酒产品。产品畅销全国30多个省、市、自治区，并远销美国、日本、俄罗斯、韩国、东南亚及港澳台等20多个国家和地区。公司系列产品依托“地理环境的独有性、民族文化的独特性、包装设计的独创性、酿酒工艺的唯一性、馥郁香型的和谐性、洞藏资源的稀缺性”六大优势资源，成就了“洞藏”、“内参”、“酒鬼”、“湘泉”四大品系，是中国馥郁香型白酒第一品牌，其“浓、清、酱”三香和谐共生，具备“颜色的透明感、香气的优雅感、口味的净爽感、风格的自然感”四大高端白酒品质，色、香、味、格具佳。其中“酒鬼”、“湘泉”是中国“驰名商标”，酒鬼酒是“中国地理标志产品”。,www.jiuguijiu000799.com,生产销售曲酒系列产品、陶瓷包装物、纸箱；经营本企业中华人民共和国进出口企业资格证书核定范围内的进出口业务(涉及配额许可证等国家专项规定管理的按规定办理)；旅游基础设施建设及景点开发与投资。,1409.0,主要产品:酒鬼酒.
589,000800.SZ,奚国华,柳长庆,丁继武,162750.0,19970610,吉林,长春市,公司自上市以来，始终致力于打造高品质乘用车产品以满足用户需求。公司主营业务为开发、制造和销售乘用车及其配件。公司现有一汽奔腾、Mazda等乘用车产品系列，随着后续车型的有序投放，企业产品的竞争力将会得到进一步提升。通过20余年的发展和积累，已具备了比较完整的汽车研发、制造、供应和营销体系，核心竞争力日益凸显。公司未来产品将通过红旗品牌、中国一汽品牌及合作品牌，满足高、中、低端各级别乘用车用户需求，依托中国一汽“品质、技术、创新”的品牌理念，塑造“品质、安全、科技”的伞品牌形象，努力将“一汽”品牌打造成为国民车第一品牌、将红旗品牌打造成为世界知名品牌。,www.fawcar.com.cn,开发、制造、销售轿车、旅行车及其配件以及其他种类的汽车及其配件；兼营：汽车修理，机械加工和技术咨询服务、普通货运、物流服务。,6871.0,"主要产品:整车,备品.主要业务:开发,制造和销售乘用车及其配件."
590,000876.SZ,刘畅,邓成,胡吉,421601.5009,19980304,四川,绵阳市,公司创立于1998年并于1998年3月11日在深圳证券交易所上市。公司立足农牧产业、注重稳健发展，业务涉及饲料、养殖、肉制品及金融投资、商贸等。公司获农业产业化国家重点龙头企业、全国食品放心企业、中国畜牧饲料行业十大时代企业、全国十大领军饲料企业、主体信用等级AAA、中国肉类食品安全信用体系建设示范项目企业、2017福布斯全球2000强等荣誉称号。企业技术中心获得“国家认定企业技术中心”称号，2个检测中心均通过国家实验室CNAS认可。几十余项技术成果获得省级以上奖励，其中5项创新技术获国家科学技术进步二等奖。目前公司通过了“ISO9001质量管理认证”和“ISO22000食品安全认证”、“ISO14001环境认证”、“GAP良好农业规范认证”、“18001职业健康安全认证”等。,www.newhopeagri.com,许可经营项目：配合饲料、浓缩饲料、精料补充料的生产、加工(限分支机构经营)(以上项目及期限以许可证为准)。一般经营项目(以下范围不含前置许可项目，后置许可项目凭许可证或审批文件经营)：谷物及其他作物的种植；牲畜的饲养；猪的饲养；家禽的饲养；商品批发与零售；进出口业；项目投资及管理(不得从事非法集资、吸收公众资金等金融活动)；科技交流和推广服务业。,61918.0,"主要产品:饲料(含矿物饲料),乳制品,化工产品."
591,000877.SZ,赵新军,王鲁岩,李雪芹,104872.2959,19981118,新疆,乌鲁木齐市,公司是一家大型水泥企业集团，主营业务为水泥、熟料、商品混凝土的生产、销售。公司拥有自治区水泥行业的国家级技术中心和博士后工作站，先后研制开发了多个系列多个水泥品种，是国内拥有水泥品种最多的企业之一。公司拥有代表世界水泥工艺先进水平的窑外分解工艺线，通过国家建材质量体系认证中心ISO9002质量体系认证。公司获得产品质量和ISO9002质量体系双认证，油井水泥通过美国油井API花押字的认证。公司拥有的“天山”牌、“屯河”牌、“多浪”牌产品连续多年获得自治区名牌产品称号，产品广泛应用于铁路、机场、水利、交通、石油等国家和自治区的重点工程。同时，公司被中国质量协会用户委员会评为“全国用户满意企业”，是新疆水泥行业唯一被中国质量协会和中国建筑协会授予“质量满意产品”称号的企业。,www.sinoma-tianshan.cn,水泥及相关产品的开发、生产、销售和技术服务。建材产品进出口业务；商品混凝土的生产、销售；石灰岩、砂岩的开采、加工及销售；房屋、设备租赁；财务咨询；技术咨询；货物运输代理；装卸、搬运服务；货运信息、商务信息咨询；钢材、橡塑制品、金属材料、金属制品、水性涂料、电线电缆、机械设备、机电设备、木材、石材、耐火材料、玻璃陶瓷制品、环保设备、五金交电、仪器仪表、电子产品、数码产品、电子元器件、通讯器材的销售；商品采购代理；石灰石、水泥、混凝土生产所用的工业废渣的销售；石膏的开采、加工和销售；水泥制品、水泥熟料、粉煤矿渣、混凝土骨料的生产与销售；水泥及商混设备制造、安装、维修；一般货物与技术的进出口经营(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,7594.0,"主要产品:水泥,商品混凝土."
592,000949.SZ,邵长金,宋德顺,肖树彬,125765.6049,19970109,河南,新乡市,公司是我国生产化纤纺织原料的大型一类企业，生产规模、经济效益在中国粘胶纤维行业中名列前茅，公司主要产品有半连续纺粘胶人造丝、连续纺粘胶人造丝、粘胶短纤维、涤纶民用长丝、氨纶共五大系列300多个品种。近年来又相继研制出了有色粘胶纤维、竹浆粘胶纤维、大豆粘胶纤维等十余个新品种，获得国家专利30多项，产品畅销国内外市场，产品注册商标为“白鹭”牌。,www.bailu.com,粘胶纤维、合成纤维、纱、线、纺织品的制造、染整等深加工和销售；自有房屋租赁；设备租赁及技术对外服务；副产品元明粉的销售；经营本企业自产产品及相关技术的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务；经营本企业的进料加工和“三来一补”业务；经营对外供热及相应技术咨询服务。,9218.0,"主要业务:粘胶长丝和粘胶短纤维的生产与销售.主要产品:粘胶长丝,粘胶短纤维,纱,线."
